Account,ChkRef,Debit,Credit,Date,Description
101124935,,30.00,,3/13/2025,"CHK# 00 AMT $30.11, NSF CHARGE"
101124935,,0.88,,3/13/2025,OVERDRAFT CHARGE
101124935,,,78.01,3/13/2025,"DoorDash, Inc. S Broadway ST-B2A4I6R8U3X1"
101124935,,,107.48,3/12/2025,"DoorDash, Inc. S Broadway ST-A8I6X0I8P7G4"
101124935,,30.00,,3/12/2025,"CHK# 00 AMT $1,874.09, NSF CHARGE"
101124935,,,355.00,3/12/2025,Deposit
101124935,,,432.30,3/12/2025,XX1008 CREDIT 03/12 15:04 SQ *ID - PI6LZRX SAN FRANCISCO CA 77827301 403344
101124935,,1874.09,,3/12/2025,Dawn Food Produc 5177894404 XXXXX2659
101124935,,,78.60,3/12/2025,XX1008 CREDIT 03/12 21:36 SQ *ID - NF71RCJ SAN FRANCISCO CA 77827301 276315
101124935,,0.12,,3/12/2025,OVERDRAFT CHARGE
101124935,,30.00,,3/11/2025,"CHK# 298 AMT $665.65, NSF CHARGE"
101124935,,,338.96,3/11/2025,XX1008 CREDIT 03/11 22:06 SQ *ID - OBMHNNX SAN FRANCISCO CA 77827301 409807
101124935,,0.21,,3/11/2025,OVERDRAFT CHARGE
101124935,,34.71,,3/11/2025,2025-03-05 DoorDash Capital balance_transaction_7b1151fb-f778-465b-8ada-7049c6e3
101124935,,30.00,,3/11/2025,"CHK# 00 AMT $34.71, NSF CHARGE"
101124935,,14.85,,3/11/2025,2025-03-06 DoorDash Capital balance_transaction_7915449c-8342-4a7c-a9ef-e028372d
101124935,,,185.74,3/11/2025,"DoorDash, Inc. S Broadway ST-V7P5N6V4E2L7"
101124935,298,665.65,,3/11/2025,Check #298
101124935,,,120.00,3/11/2025,Square Inc SQ250311 T3APPVJF7B15WPA
101124935,,30.00,,3/11/2025,"CHK# 00 AMT $14.85, NSF CHARGE"
101124935,,30.00,,3/10/2025,"CHK# 297 AMT $1,050.01, NSF CHARGE"
101124935,,1350.00,,3/10/2025,110921963 Transfer to LOAN XXXXXX4969 on 3/10/25 at 17:30
101124935,,,6.61,3/10/2025,"DoorDash, Inc. S Broadway ST-O5B2X2Z4W7R6"
101124935,,,160.00,3/10/2025,Deposit
101124935,,,147.37,3/10/2025,XX1008 CREDIT 03/10 21:07 SQ *ID - NTWQTGA SAN FRANCISCO CA 77827301 040486
101124935,,29.88,,3/10/2025,2025-03-04 DoorDash Capital balance_transaction_847fe3fe-f0be-4057-b379-a1b9ff8e
101124935,,2200.00,,3/10/2025,114817531 Transfer to LOAN XXXXXX4969 on 3/10/25 at 13:40
101124935,,120.00,,3/10/2025,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,2040.00,3/10/2025,Deposit
101124935,,,1300.00,3/10/2025,Deposit
101124935,,2.39,,3/10/2025,2025-03-03 DoorDash Capital balance_transaction_b4824185-cd33-4f18-9574-80e26cfc
101124935,297,1050.01,,3/10/2025,Check #297
101124935,,,8.06,3/7/2025,GRUBHUB INC Mar Actvty 25030705fFiUCQa
101124935,,35.42,,3/7/2025,2025-03-02 DoorDash Capital balance_transaction_db60dce2-c180-44e3-8c49-03986754
101124935,,,82.17,3/7/2025,"DoorDash, Inc. S Broadway ST-Z2X5J3X3C7R6"
101124935,,71.00,,3/6/2025,CAPITAL ONE CRCARDPMT 42XKM4IH5QNWML8
101124935,,,360.00,3/6/2025,Deposit
101124935,,,48.00,3/6/2025,115679224 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 3/06/25 at 12:54
101124935,,,245.62,3/6/2025,XX1008 CREDIT 03/06 18:55 SQ *ID - SL15JGX SAN FRANCISCO CA 77827301 181007
101124935,,29.18,,3/6/2025,2025-03-01 DoorDash Capital balance_transaction_8d23bcb7-faa8-487f-a567-aa4b1bc8
101124935,,,72.98,3/6/2025,"DoorDash, Inc. S Broadway ST-C1B0V5E2H3O4"
101124935,,1751.95,,3/5/2025,Metro 101 Apartm WEB PMTS MYH4MD
101124935,,,420.00,3/5/2025,Deposit
101124935,,2.95,,3/5/2025,RP Resident Dire WEB PMTS 5ZY4MD
101124935,,30.00,,3/5/2025,"CHK# 00 AMT $1,751.95, NSF CHARGE"
101124935,,,200.00,3/5/2025,Square Inc SQ250305 T3QSFDCHS79G0FE
101124935,,,90.00,3/5/2025,NSF Fee refund
101124935,,,100.00,3/5/2025,Deposit
101124935,,23.26,,3/5/2025,2025-02-28 DoorDash Capital balance_transaction_b111900c-932b-48e9-87bc-be22c37d
101124935,,,49.99,3/5/2025,"DoorDash, Inc. S Broadway ST-K1O9Z6Z6Z6J1"
101124935,,,116.34,3/4/2025,"DoorDash, Inc. S Broadway ST-B1U2K4F2C1L9"
101124935,296,850.14,,3/4/2025,Check #296
101124935,,27.54,,3/4/2025,2025-02-27 DoorDash Capital balance_transaction_ded7e073-7ef5-4aeb-97b4-f640bb93
101124935,,97.00,,3/4/2025,ALLY CC MOBILE PAY 250610442678721
101124935,,22.17,,3/4/2025,XX1008 PURCHASE 03/03 13:16 DNH*GODADDY#3623 TEMPE AZ 75579473 166263
101124935,,,39.30,3/4/2025,XX1008 CREDIT 03/04 15:33 SQ *ID - NKLKPYQ SAN FRANCISCO CA 77827301 292507
101124935,,,400.00,3/4/2025,Square Inc SQ250304 T3ARYMN2S6QDJ8V
101124935,,30.00,,3/3/2025,"CHK# 00 AMT $39.99, NSF CHARGE"
101124935,,,67.75,3/3/2025,"DoorDash, Inc. S Broadway ST-Z6E7J4R0O7O4"
101124935,,,1000.00,3/3/2025,Square Inc SQ250303 T3DSZ7JBWBKCNJG
101124935,,7.13,,3/3/2025,2025-02-25 DoorDash Capital balance_transaction_b609ae68-47dd-441e-8a7b-87fd91dd
101124935,,19.67,,3/3/2025,2025-02-26 DoorDash Capital balance_transaction_54971406-e380-4054-a436-dc555f0d
101124935,,39.99,,3/3/2025,2025-02-23 DoorDash Capital balance_transaction_01963c0d-764e-49fa-aa9e-b4815fa5
101124935,,26.71,,3/3/2025,2025-02-24 DoorDash Capital balance_transaction_d7641781-2d1d-452c-a45f-02171364
101124935,,123.00,,3/3/2025,CAPITAL ONE CRCARDPMT 42WQBJYP310SMQE
101124935,,350.00,,3/3/2025,114892633 Transfer to CHECKING XXXXXX8098 on 3/03/25 at 7:20
101124935,,,900.00,3/3/2025,Deposit
101124935,,,100.00,3/3/2025,Deposit
101124935,,,400.00,2/28/2025,Square Inc SQ250228 T3GS1ZXY7627FY0
101124935,,,39.30,2/28/2025,XX1008 CREDIT 02/28 01:44 SQ *ID - U9UJAFW SAN FRANCISCO CA 77827301 023908
101124935,,,85.92,2/28/2025,"DoorDash, Inc. S Broadway ST-P3M6D3P4Y4I9"
101124935,,,800.00,2/28/2025,Deposit
101124935,,0.34,,2/28/2025,OVERDRAFT CHARGE
101124935,,28.94,,2/27/2025,2025-02-22 DoorDash Capital balance_transaction_237a7c3c-bcbc-4b20-b00e-37957454
101124935,,0.97,,2/27/2025,OVERDRAFT CHARGE
101124935,,30.00,,2/27/2025,"CHK# 00 AMT $28.94, NSF CHARGE"
101124935,,,71.76,2/27/2025,"DoorDash, Inc. S Broadway ST-R8X6A2K2Y3P4"
101124935,,,12.25,2/26/2025,"DoorDash, Inc. S Broadway ST-Q7Y7M0F9N7C0"
101124935,,1577.66,,2/26/2025,Dawn Food Produc 5177894404 XXXXX3657
101124935,,,130.00,2/26/2025,Square Inc SQ250226 T3BWP7T5Z5E77W2
101124935,,6.61,,2/26/2025,2025-02-21 DoorDash Capital balance_transaction_0d214edd-629d-49b2-9528-33ab3706
101124935,,30.00,,2/26/2025,"CHK# 00 AMT $1,577.66, NSF CHARGE"
101124935,,5.00,,2/26/2025,CBT ServFee NETH servfee 82073-76830bb3-
101124935,,,860.00,2/26/2025,Deposit
101124935,,30.00,,2/26/2025,"CHK# 00 AMT $425.00, NSF CHARGE"
101124935,,425.00,,2/26/2025,NE TX PublicHlth Payment 0-f81b57f9-5d1e
101124935,,,100.00,2/25/2025,Deposit
101124935,,2024.60,,2/25/2025,Drake Management WEB PMTS QJFFGC
101124935,,2.49,,2/25/2025,"AppFolio, Inc. F WEB PMTS 2CNSX4"
101124935,,,1020.00,2/25/2025,Deposit
101124935,,,161.69,2/25/2025,"DoorDash, Inc. S Broadway ST-M2L3C1S6B8J6"
101124935,,30.00,,2/25/2025,"CHK# 00 AMT $2,024.60, NSF CHARGE"
101124935,,,170.00,2/25/2025,Deposit
101124935,,,81.82,2/24/2025,"DoorDash, Inc. S Broadway ST-W6H3A5B3R2T3"
101124935,,,1900.00,2/24/2025,Deposit
101124935,,30.00,,2/24/2025,"CHK# 395 AMT $580.00, NSF CHARGE"
101124935,395,580.00,,2/24/2025,Check #395
101124935,,30.71,,2/24/2025,2025-02-17 DoorDash Capital balance_transaction_50b0577c-c9fd-49fb-8f70-52469ef7
101124935,,35.30,,2/24/2025,2025-02-20 DoorDash Capital balance_transaction_c24ed72b-6bf2-4bd4-bc51-73049b02
101124935,,29.78,,2/24/2025,2025-02-18 DoorDash Capital balance_transaction_8fe8e16f-4658-49f0-826a-40e5376e
101124935,,6.74,,2/24/2025,2025-02-19 DoorDash Capital balance_transaction_766bc8ca-c36c-4b8f-ac25-36f31cf7
101124935,,,445.00,2/21/2025,Square Inc SQ250221 T3WQ6NNQBKHTGDF
101124935,,30.00,,2/21/2025,"CHK# 00 AMT $43.83, NSF CHARGE"
101124935,,,99.48,2/21/2025,"DoorDash, Inc. S Broadway ST-H9K1D3B5N3H3"
101124935,,43.83,,2/21/2025,2025-02-16 DoorDash Capital balance_transaction_98340c42-d66d-4258-ae69-8833d218
101124935,,0.76,,2/21/2025,OVERDRAFT CHARGE
101124935,,2.49,,2/20/2025,"AppFolio, Inc. F WEB PMTS V02PX4"
101124935,,5.70,,2/20/2025,2025-02-15 DoorDash Capital balance_transaction_a4c6f0a4-e14a-4af8-83fd-f8b2f562
101124935,,,12.74,2/20/2025,"DoorDash, Inc. S Broadway ST-M3A7O9P1I6M2"
101124935,,30.00,,2/20/2025,"CHK# 00 AMT $2,000.00, NSF CHARGE"
101124935,,2000.00,,2/20/2025,Drake Management WEB PMTS 2665GC
101124935,,0.01,,2/20/2025,OVERDRAFT CHARGE
101124935,,,680.00,2/20/2025,Square Inc SQ250220 T31SAKENVD3JYX6
101124935,,30.00,,2/20/2025,"CHK# 00 AMT $5.70, NSF CHARGE"
101124935,295,752.25,,2/19/2025,Check #295
101124935,,,93.34,2/19/2025,"DoorDash, Inc. S Broadway ST-X9X6H6S7M4W8"
101124935,,30.00,,2/19/2025,"CHK# 295 AMT $752.25, NSF CHARGE"
101124935,,39.50,,2/19/2025,2025-02-14 DoorDash Capital balance_transaction_69ea3ffb-74d7-4614-8e39-c400f7be
101124935,,5.00,,2/19/2025,114562304 Transfer to CHECKING XXXXXX8098 on 2/19/25 at 7:52
101124935,,,900.00,2/18/2025,Square Inc SQ250217 T32RFM4WZY8BZH8
101124935,,,49.12,2/18/2025,XX1008 CREDIT 02/18 19:31 SQ *ID - HLBUFKI SAN FRANCISCO CA 77827301 000436
101124935,,,35.95,2/18/2025,"DoorDash, Inc. S Broadway ST-O7M3L8X6K4M7"
101124935,,729.58,,2/18/2025,ALLSTATE INS CO PREMIUM BAXXXXXX6101
101124935,,99.00,,2/18/2025,CAPITAL ONE MOBILE PMT 42TT8WYZAAJP96J
101124935,,,300.00,2/18/2025,Deposit
101124935,,,146.67,2/18/2025,"DoorDash, Inc. S Broadway ST-H1T4B3V1L4H1"
101124935,,51.00,,2/14/2025,CAPITAL ONE CRCARDPMT 42TCO97XQS8W21K
101124935,,30.00,,2/14/2025,"CHK# 00 AMT $51.00, NSF CHARGE"
101124935,,,900.00,2/14/2025,Deposit
101124935,,,106.19,2/14/2025,"DoorDash, Inc. S Broadway ST-W4Q0D6Q2S2A2"
101124935,,0.25,,2/14/2025,OVERDRAFT CHARGE
101124935,,,20.84,2/14/2025,GRUBHUB INC Feb Actvty 25021412fFiUCQa
101124935,,,260.00,2/13/2025,Square Inc SQ250213 T3N6RB3V0XFJATN
101124935,,,800.00,2/13/2025,Deposit
101124935,,0.76,,2/13/2025,OVERDRAFT CHARGE
101124935,,,57.54,2/13/2025,"DoorDash, Inc. S Broadway ST-F6A2H3M5J1Z1"
101124935,,1976.82,,2/12/2025,Dawn Food Produc 5177894404 XXXXX1767
101124935,,,65.50,2/12/2025,"DoorDash, Inc. S Broadway ST-K2O1S3D2D6B0"
101124935,,30.00,,2/12/2025,"CHK# 00 AMT $1,976.82, NSF CHARGE"
101124935,,0.32,,2/12/2025,OVERDRAFT CHARGE
101124935,,15.24,,2/11/2025,2025-02-06 DoorDash Capital balance_transaction_da609a62-be55-42e8-8586-23a540a1
101124935,,,200.00,2/11/2025,Deposit
101124935,,300.00,,2/11/2025,114630835 Transfer to LOAN XXXXXX4969 on 2/11/25 at 13:53
101124935,294,729.77,,2/11/2025,Check #294
101124935,,,79.59,2/11/2025,"DoorDash, Inc. S Broadway ST-B5O6G1R6W5T7"
101124935,,30.00,,2/11/2025,"CHK# 294 AMT $729.77, NSF CHARGE"
101124935,,15.95,,2/10/2025,2025-02-04 DoorDash Capital balance_transaction_c31a1ea6-ce88-4e7f-a7a9-4e6f9bbe
101124935,,,67.38,2/10/2025,"DoorDash, Inc. S Broadway ST-T5O8W6X5M6U4"
101124935,,120.00,,2/10/2025,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,1800.00,2/10/2025,Square Inc SQ250210 T32N6HTTQZCVM64
101124935,,,410.00,2/10/2025,Deposit
101124935,,,393.00,2/10/2025,XX1008 CREDIT 02/10 18:54 SQ *ID - 5MU5NFF SAN FRANCISCO CA 77827301 027529
101124935,,7.64,,2/10/2025,2025-02-05 DoorDash Capital balance_transaction_abda67bb-4870-4b95-bc1e-8d4fd4d7
101124935,,2600.00,,2/10/2025,115608515 Transfer to LOAN XXXXXX4969 on 2/10/25 at 12:55
101124935,,28.07,,2/10/2025,2025-02-03 DoorDash Capital balance_transaction_fc8bafee-c45e-4620-949c-e4bb6ed7
101124935,,,1300.00,2/7/2025,Deposit
101124935,,,500.00,2/7/2025,Deposit
101124935,,,108.72,2/7/2025,"DoorDash, Inc. S Broadway ST-A2O2Q9Y6S5C5"
101124935,,,5.69,2/7/2025,GRUBHUB INC Feb Actvty 25020705fFiUCQa
101124935,,0.77,,2/6/2025,OVERDRAFT CHARGE
101124935,,42.98,,2/6/2025,2025-02-02 DoorDash Capital balance_transaction_fcb01be0-0c78-477f-8485-a15a4454
101124935,,30.00,,2/6/2025,"CHK# 00 AMT $42.98, NSF CHARGE"
101124935,,72.00,,2/6/2025,CAPITAL ONE CRCARDPMT 42RNWO3TAV0V718
101124935,,30.00,,2/6/2025,"CHK# 00 AMT $72.00, NSF CHARGE"
101124935,,,98.20,2/6/2025,"DoorDash, Inc. S Broadway ST-I0S5O7O3A3A3"
101124935,,,400.00,2/5/2025,Square Inc SQ250205 T39JHJWF7X8Y4MR
101124935,,30.00,,2/5/2025,"CHK# 00 AMT $1,751.95, NSF CHARGE"
101124935,,43.85,,2/5/2025,2025-02-01 DoorDash Capital balance_transaction_85b40689-54c9-4a58-969b-d0ebfc2b
101124935,,,80.17,2/5/2025,"DoorDash, Inc. S Broadway ST-N4Q2R4G5N8D4"
101124935,,2.95,,2/5/2025,RP Resident Dire WEB PMTS DD6QHD
101124935,,1751.95,,2/5/2025,Metro 101 Apartm WEB PMTS XYRPHD
101124935,293,322.00,,2/5/2025,Check #293
101124935,,48.20,,2/4/2025,2025-01-29 DoorDash Capital balance_transaction_62da9325-a2ec-4b34-b7e6-447414f3
101124935,,37.22,,2/4/2025,2025-01-31 DoorDash Capital balance_transaction_eaa7d606-3242-40c8-9e5b-fce35f04
101124935,,,108.07,2/4/2025,XX1008 CREDIT 02/04 21:23 SQ *ID - CWNPCMS SAN FRANCISCO CA 77827301 477650
101124935,,,253.74,2/4/2025,"DoorDash, Inc. S Broadway ST-G6G0C0N4F1P6"
101124935,,50.00,,2/4/2025,XX1008 DDA PURCHASE 02/03 17:31 SQ *TRANSFER TO gosq.com CA 93861686 351827
101124935,,30.00,,2/3/2025,"CHK# 00 AMT $51.89, NSF CHARGE"
101124935,,12.09,,2/3/2025,2025-01-30 DoorDash Capital balance_transaction_dd9422d2-a283-4ca3-bb81-40c14b14
101124935,,112.00,,2/3/2025,CAPITAL ONE CRCARDPMT 42QTL3TEUZLTYQE
101124935,,3.98,,2/3/2025,2025-01-27 DoorDash Capital balance_transaction_b8d188c8-b19d-425a-81a5-c84b8553
101124935,,51.89,,2/3/2025,2025-01-28 DoorDash Capital balance_transaction_66c45a8c-9b77-4812-940a-064bf417
101124935,,,2000.00,2/3/2025,Square Inc SQ250203 T31H8TNRG49EGR9
101124935,,30.00,,2/3/2025,"CHK# 00 AMT $112.00, NSF CHARGE"
101124935,,,10.98,2/3/2025,"DoorDash, Inc. S Broadway ST-G0R8V0U9V9M8"
101124935,292,1046.82,,2/3/2025,Check #292
101124935,,,14.11,1/31/2025,GRUBHUB INC Jan Actvty 25013129fFiUCQa
101124935,,0.46,,1/31/2025,OVERDRAFT CHARGE
101124935,,,133.32,1/31/2025,"DoorDash, Inc. S Broadway ST-S3T8Q6Z4I6G8"
101124935,,,118.69,1/30/2025,"DoorDash, Inc. S Broadway ST-U1Y6O0Z2C3R4"
101124935,,30.00,,1/30/2025,"CHK# 00 AMT $62.76, NSF CHARGE"
101124935,,109.00,,1/30/2025,ALLY CC MOBILE PAY 250290437126225
101124935,,62.76,,1/30/2025,2025-01-26 DoorDash Capital balance_transaction_f752af70-b5fc-497e-b189-8ecda90b
101124935,,0.42,,1/30/2025,OVERDRAFT CHARGE
101124935,,30.00,,1/30/2025,"CHK# 00 AMT $109.00, NSF CHARGE"
101124935,,52.89,,1/29/2025,2025-01-25 DoorDash Capital balance_transaction_9fab6d96-6a13-4480-bea7-b5ccaaea
101124935,,,800.00,1/29/2025,Deposit
101124935,,30.00,,1/29/2025,"CHK# 00 AMT $1,267.81, NSF CHARGE"
101124935,,1267.81,,1/29/2025,Dawn Food Produc 5177894404 XXXXX6915
101124935,,,74.24,1/29/2025,"DoorDash, Inc. S Broadway ST-F5N0P1S8W9W6"
101124935,,37.21,,1/28/2025,2025-01-24 DoorDash Capital balance_transaction_f41668c7-e4c5-4d0c-8946-f3b6baaf
101124935,,17.95,,1/28/2025,XX1008 PURCHASE 01/27 16:34 IMPORT EMPORIUM TYLER TX 00457426 321709
101124935,,30.00,,1/28/2025,"CHK# 290 AMT $477.14, NSF CHARGE"
101124935,290,477.14,,1/28/2025,Check #290
101124935,,,197.68,1/28/2025,"DoorDash, Inc. S Broadway ST-B9S8O7B1S7P7"
101124935,,29.56,,1/28/2025,2025-01-22 DoorDash Capital balance_transaction_05f32b11-b927-412e-ba49-3ca7e04e
101124935,,,460.00,1/28/2025,Deposit
101124935,,227.58,,1/28/2025,XX1008 PURCHASE 01/27 19:28 SAMSCLUB #8284 TYLER TX 10076939 284705
101124935,,8.31,,1/28/2025,XX1008 PIN PURCHASE 01/27 20:51 MCDONALD'S F3742 TYLER TX 28551618 204178
101124935,,2024.60,,1/27/2025,Drake Management WEB PMTS ZYCP9C
101124935,,37.25,,1/27/2025,2025-01-21 DoorDash Capital balance_transaction_56741218-b657-435e-9664-1fa8274e
101124935,291,678.80,,1/27/2025,Check #291
101124935,,,148.73,1/27/2025,"DoorDash, Inc. S Broadway ST-T4N3Z4W8J5R5"
101124935,,2.49,,1/27/2025,"AppFolio, Inc. F WEB PMTS 24J9V4"
101124935,,,2200.00,1/27/2025,Square Inc SQ250127 T3QACFZXQFMH79G
101124935,,30.00,,1/27/2025,"CHK# 00 AMT $2,024.60, NSF CHARGE"
101124935,,18.44,,1/27/2025,2025-01-23 DoorDash Capital balance_transaction_277950ab-6e26-4307-a9d8-2c60522d
101124935,,54.20,,1/24/2025,Ambetter HEALTH INS 000000259734212
101124935,,,203.13,1/24/2025,"DoorDash, Inc. S Broadway ST-O5H9W6J4M4V0"
101124935,,59.87,,1/24/2025,2025-01-20 DoorDash Capital balance_transaction_b207a6a8-e1d2-4f6d-9a26-52c0aa0c
101124935,,84.36,,1/23/2025,2025-01-19 DoorDash Capital balance_transaction_799f96e3-6f71-4874-b96f-815157aa
101124935,,,196.50,1/23/2025,XX1008 CREDIT 01/23 22:06 SQ *ID - CSPTPLR SAN FRANCISCO CA 77827301 900649
101124935,,,123.71,1/23/2025,"DoorDash, Inc. S Broadway ST-Z9P7Z3F8N1J7"
101124935,,222.56,,1/23/2025,WEBFILE TAX PYMT DD 902/78174691
101124935,,52.26,,1/22/2025,2025-01-18 DoorDash Capital balance_transaction_666d179a-741f-497c-a7bb-590ff982
101124935,,,90.20,1/22/2025,"DoorDash, Inc. S Broadway ST-J7G2K2T5G9W9"
101124935,,,400.00,1/22/2025,Square Inc SQ250122 T3QCWERB1Z9FBRS
101124935,,,60.00,1/22/2025,NSF Fee refund
101124935,,39.23,,1/22/2025,2025-01-17 DoorDash Capital balance_transaction_e114aa41-7f1f-420d-bf95-3302359b
101124935,,19.96,,1/22/2025,2025-01-15 DoorDash Capital balance_transaction_ceaa5aaa-3e42-406b-80ca-a92134b6
101124935,289,427.00,,1/21/2025,Check #289
101124935,,12.19,,1/21/2025,2025-01-14 DoorDash Capital balance_transaction_53f2c7b9-3069-4ccf-9db6-d6334449
101124935,,,108.13,1/21/2025,"DoorDash, Inc. S Broadway ST-X6K9E9N6O2N6"
101124935,,,1900.00,1/21/2025,Square Inc SQ250121 T32EH9KT5NGXEYE
101124935,,30.00,,1/21/2025,"CHK# 00 AMT $2,000.00, NSF CHARGE"
101124935,,,41.81,1/21/2025,"DoorDash, Inc. S Broadway ST-R7G4C2K4I6C8"
101124935,,15.03,,1/21/2025,2025-01-16 DoorDash Capital balance_transaction_289b11c2-9e1a-4a6b-ab48-7be4f80b
101124935,,2.49,,1/21/2025,"AppFolio, Inc. F WEB PMTS WB84V4"
101124935,,2000.00,,1/21/2025,Drake Management WEB PMTS QQPB9C
101124935,,19.72,,1/17/2025,DoorDash Capital 2025-01-13 60a2613eb314471
101124935,,,475.00,1/17/2025,Square Inc SQ250117 T3TAXQY67ENPDHF
101124935,,,120.54,1/17/2025,"DoorDash, Inc. S Broadway ST-M3J7N7Y5F9O7"
101124935,,,440.00,1/17/2025,Deposit
101124935,,,300.00,1/17/2025,Deposit
101124935,,30.00,,1/16/2025,"CHK# 00 AMT $50.22, NSF CHARGE"
101124935,,50.22,,1/16/2025,DoorDash Capital 2025-01-12 e5b0ac3d95844d6
101124935,,0.60,,1/16/2025,OVERDRAFT CHARGE
101124935,,,152.48,1/16/2025,"DoorDash, Inc. S Broadway ST-V5Q1T4X9H3Y9"
101124935,,,450.00,1/16/2025,Square Inc SQ250116 T3M2RKKPKJH3Y9T
101124935,,1075.67,,1/15/2025,Dawn Food Produc 5177894404 XXXXX4823
101124935,,30.00,,1/15/2025,"CHK# 00 AMT $1,075.67, NSF CHARGE"
101124935,,30.00,,1/15/2025,"CHK# 00 AMT $67.56, NSF CHARGE"
101124935,,0.28,,1/15/2025,OVERDRAFT CHARGE
101124935,,30.00,,1/15/2025,"CHK# 00 AMT $24.34, NSF CHARGE"
101124935,,24.34,,1/15/2025,XX1008 PURCHASE 01/14 10:48 DNH*GODADDY#3509 TEMPE AZ 57078880 713694
101124935,,,375.00,1/15/2025,Square Inc SQ250115 T3DXNHMNZSBRG0W
101124935,,,189.86,1/15/2025,"DoorDash, Inc. S Broadway ST-W6B7O5S3L9Z9"
101124935,,67.56,,1/15/2025,DoorDash Capital 2025-01-11 3bc9a164133f45c
101124935,,39.00,,1/14/2025,CAPITAL ONE CRCARDPMT 42MT7TN01RKFUXK
101124935,,19.60,,1/14/2025,DoorDash Capital 2025-01-09 c3eb853addf440a
101124935,,30.00,,1/14/2025,"CHK# 288 AMT $1,596.97, NSF CHARGE"
101124935,,,139.97,1/14/2025,"DoorDash, Inc. S Broadway ST-Y8V2U9N0Z3N7"
101124935,288,1596.97,,1/14/2025,Check #288
101124935,,79.25,,1/14/2025,DoorDash Capital 2025-01-10 0506735a8349476
101124935,,,400.00,1/14/2025,Square Inc SQ250114 T3ZDFBENVBMQKGP
101124935,,,79.57,1/13/2025,"DoorDash, Inc. S Broadway ST-M7M3H7A4O3E6"
101124935,,3500.00,,1/13/2025,114815667 Transfer to LOAN XXXXXX4969 on 1/13/25 at 13:40
101124935,,36.08,,1/13/2025,DoorDash Capital 2025-01-07 a8280d926ccc46b
101124935,,,1400.00,1/13/2025,Deposit
101124935,,,155.00,1/13/2025,Deposit
101124935,,,818.24,1/13/2025,Payments Too Good To Go Too Good To Go B-pegwsyymtg1f1
101124935,,,107.48,1/10/2025,"DoorDash, Inc. S Broadway ST-S7M5H3N9B9Y8"
101124935,,32.27,,1/10/2025,DoorDash Capital 2025-01-06 d8afbad3368e410
101124935,,,400.00,1/10/2025,Square Inc SQ250110 T3VJGXCD7SS08PB
101124935,,,600.00,1/9/2025,Square Inc SQ250109 T38WZR262W7GF6Q
101124935,,,109.72,1/9/2025,"DoorDash, Inc. S Broadway ST-S1J3K2N4Y0P9"
101124935,,49.42,,1/9/2025,DoorDash Capital 2025-01-05 3fbb5c5e0f5548e
101124935,,45.29,,1/8/2025,DoorDash Capital 2025-01-04 dc636ab71ad943d
101124935,,,196.50,1/8/2025,XX1008 CREDIT 01/08 21:52 SQ *ID - LLS3BL4 SAN FRANCISCO CA 77827301 103153
101124935,,120.00,,1/8/2025,PAYMENT SBA EIDL LOAN 1965829106
101124935,,,437.01,1/7/2025,"DoorDash, Inc. S Broadway ST-R9M6N4O6W7C0"
101124935,,112.16,,1/7/2025,DoorDash Capital 2025-01-01 0800e46573cd420
101124935,,71.00,,1/7/2025,CAPITAL ONE CRCARDPMT 42L4G5FOI1VWS4C
101124935,,,770.00,1/7/2025,Deposit
101124935,,1725.03,,1/7/2025,Dawn Food Produc 5177894404 XXXXX6715
101124935,,,550.00,1/7/2025,110927903 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 1/07/25 at 7:29
101124935,,1751.95,,1/6/2025,Metro 101 Apartm WEB PMTS GY05DD
101124935,,,1800.00,1/6/2025,Square Inc SQ250106 T36M5HECQ48ZPAM
101124935,,59.84,,1/6/2025,DoorDash Capital 2024-12-31 0ab07d69e7db4f7
101124935,,,87.50,1/6/2025,"DoorDash, Inc. S Broadway ST-V1G9N3G1L9Y7"
101124935,,2.95,,1/6/2025,RP Resident Dire WEB PMTS 0W15DD
101124935,287,12435.52,,1/3/2025,Check #287
101124935,,,100.13,1/3/2025,"DoorDash, Inc. S Broadway ST-S7I3R1U6Y7P3"
101124935,,39.43,,1/3/2025,DoorDash Capital 2024-12-30 2180cc9785b74a7
101124935,,,5000.00,1/3/2025,113485497 Transfer from AUSTIN STAR CHK PL XXXXXX8098 on 1/03/25 at 23:48
101124935,,117.00,,1/3/2025,CAPITAL ONE CRCARDPMT 42KA28KK0CR6ZVA
101124935,,43.70,,1/3/2025,DoorDash Capital 2024-12-29 be8d3120bef1420
101124935,,100.00,,1/2/2025,ALLY CC PHONE PMT 243660432503475
101124935,,,85.27,1/2/2025,"DoorDash, Inc. S Broadway ST-P3Q8Q1X9W6G4"
101124935,,,183.70,1/2/2025,"DoorDash, Inc. S Broadway ST-G4Y5P3X0X3R3"
101124935,,81.13,,1/2/2025,DoorDash Capital 2024-12-28 675e3d28bec1410
101124935,,37.08,,12/31/2024,DoorDash Capital 2024-12-27 372a8fXXXXX5427
101124935,,44.30,,12/31/2024,DoorDash Capital 2024-12-26 dc40f6dec89a4fe
101124935,,,407.01,12/31/2024,"DoorDash, Inc. S Broadway ST-I4G2V0K0N4V8"
